0
16195
13161
10795
6718
10243
8068
18847
16376
10947
5476
8219
16357
18793
16248
12670
8161
5391
12588
5480
15889
4532
14145
12154
12495
15915
16335
8180
5450
13635
16440
13690
13700
13700
16440
12860
12380
13700
13695
16440
13700
16440
