cell #, vertex #, lat, lon
023, 25, 35.358739, -121.033333
023, 26, 35.450000, -120.883333
024, 01, 35.583333, -121.116667
024, 02, 35.616667, -121.116667
024, 03, 35.616667, -121.150000
024, 04, 35.650000, -121.150000
024, 05, 35.650000, -121.183333
024, 06, 35.650000, -121.216667
024, 07, 35.650000, -121.250000
024, 08, 35.650000, -121.283333
024, 09, 35.683333, -121.283333
024, 10, 35.683333, -121.316667
024, 11, 35.716667, -121.316667
024, 12, 35.750000, -121.316667
024, 13, 35.717265, -121.433333
024, 14, 35.700000, -121.425458
024, 15, 35.666667, -121.425413
024, 16, 35.633333, -121.408345
024, 17, 35.625001, -121.400000
024, 18, 35.600000, -121.374974
024, 19, 35.591762, -121.366667
024, 20, 35.569957, -121.333333
024, 21, 35.566667, -121.322110
024, 22, 35.561115, -121.300000
024, 23, 35.561115, -121.266667
024, 24, 35.551017, -121.233333
024, 25, 35.583333, -121.116667
025, 01, 35.750000, -121.316667
025, 02, 35.783333, -121.316667
025, 03, 35.783333, -121.350000
025, 04, 35.816667, -121.350000
025, 05, 35.816667, -121.383333
025, 06, 35.850000, -121.383333
025, 07, 35.850000, -121.416667
025, 08, 35.850000, -121.450000
025, 09, 35.883333, -121.450000
025, 10, 35.916667, -121.450000
025, 11, 35.916667, -121.483333
025, 12, 35.950000, -121.483333
025, 13, 35.916753, -121.600000
025, 14, 35.900000, -121.592400
025, 15, 35.866667, -121.575275
025, 16, 35.850258, -121.566667
025, 17, 35.833333, -121.558975
025, 18, 35.800000, -121.541866
025, 19, 35.791577, -121.533333
025, 20, 35.769902, -121.500000
025, 21, 35.766667, -121.489347
025, 22, 35.758185, -121.466667
025, 23, 35.733333, -121.441791
025, 24, 35.717265, -121.433333
025, 25, 35.750000, -121.316667
026, 01, 35.950000, -121.483333
026, 02, 35.983333, -121.483333
026, 03, 35.983333, -121.516667
026, 04, 36.016667, -121.516667
026, 05, 36.016667, -121.550000
026, 06, 36.016667, -121.583333
026, 07, 36.050000, -121.583333
026, 08, 36.083333, -121.583333
026, 09, 36.083333, -121.616667
026, 10, 36.116667, -121.616667
026, 11, 36.116667, -121.650000
026, 12, 36.150000, -121.650000
026, 13, 36.150000, -121.683333
026, 14, 36.091139, -121.766667
026, 15, 36.066667, -121.742170
026, 16, 36.057844, -121.733333
026, 17, 36.033333, -121.708798
026, 18, 36.016493, -121.700000
026, 19, 36.000000, -121.692539
026, 20, 35.966667, -121.675389
026, 21, 35.958088, -121.666667
026, 22, 35.936523, -121.633333
026, 23, 35.933333, -121.622918
026, 24, 35.916753, -121.600000
026, 25, 35.950000, -121.483333
027, 01, 36.150000, -121.683333
027, 02, 36.183333, -121.683333
027, 03, 36.183333, -121.716667
027, 04, 36.216667, -121.716667
027, 05, 36.216667, -121.750000
027, 06, 36.216667, -121.783333
027, 07, 36.250000, -121.783333
027, 08, 36.250000, -121.816667
027, 09, 36.250000, -121.850000
027, 10, 36.283333, -121.850000
027, 11, 36.283333, -121.883333
027, 12, 36.316667, -121.883333
027, 13, 36.282454, -122.000000
027, 14, 36.266667, -121.992912
027, 15, 36.233333, -121.975695
027, 16, 36.224319, -121.966667
027, 17, 36.200000, -121.942323
027, 18, 36.191205, -121.933333
027, 19, 36.169792, -121.900000
027, 20, 36.166667, -121.889912
027, 21, 36.157903, -121.866667
027, 22, 36.136468, -121.833333
027, 23, 36.133333, -121.823199
027, 24, 36.124434, -121.800000
027, 25, 36.100000, -121.775541
027, 26, 36.091139, -121.766667
027, 27, 36.150000, -121.683333
028, 01, 36.316667, -121.883333
028, 02, 36.350000, -121.883333
028, 03, 36.350000, -121.916667
028, 04, 36.383333, -121.916667
028, 05, 36.416667, -121.916667
028, 06, 36.450000, -121.916667
028, 07, 36.483333, -121.916667
028, 08, 36.483333, -121.950000
028, 09, 36.516667, -121.950000
028, 10, 36.550000, -121.950000
028, 11, 36.583333, -121.950000
028, 12, 36.533333, -122.076045
028, 13, 36.515152, -122.066667
028, 14, 36.500000, -122.059910
028, 15, 36.466667, -122.059862
028, 16, 36.433333, -122.042595
028, 17, 36.415426, -122.033333
028, 18, 36.400000, -122.026434
028, 19, 36.366667, -122.026387
028, 20, 36.333333, -122.026340
028, 21, 36.300000, -122.009106
028, 22, 36.282454, -122.000000
028, 23, 36.316667, -121.883333
029, 01, 36.583333, -121.950000
029, 02, 36.583333, -121.983333
029, 03, 36.616667, -121.983333
029, 04, 36.616667, -121.950000
029, 05, 36.650000, -121.950000
029, 06, 36.650000, -121.916667
029, 07, 36.616667, -121.916667
029, 08, 36.616667, -121.883333
029, 09, 36.616667, -121.850000
029, 10, 36.650000, -121.850000
029, 11, 36.650000, -121.816667
029, 12, 36.683333, -121.816667
029, 13, 36.750845, -121.933333
029, 14, 36.738913, -121.966667
029, 15, 36.733333, -121.989483
029, 16, 36.730340, -122.000000
029, 17, 36.709221, -122.033333
029, 18, 36.700000, -122.042850
029, 19, 36.676159, -122.066667
029, 20, 36.666667, -122.076144
029, 21, 36.633333, -122.093410
029, 22, 36.600000, -122.093386
029, 23, 36.566667, -122.093338
029, 24, 36.533333, -122.076045
029, 25, 36.583333, -121.950000
030, 01, 36.683333, -121.816667
030, 02, 36.716667, -121.816667
030, 03, 36.750000, -121.816667
030, 04, 36.783333, -121.816667
030, 05, 36.816667, -121.816667
030, 06, 36.850000, -121.816667
030, 07, 36.883333, -121.816667
030, 08, 36.883333, -121.850000
030, 09, 36.916667, -121.850000
030, 10, 36.950000, -121.850000
030, 11, 36.950000, -121.883333
030, 12, 36.950000, -121.916667
030, 13, 36.950000, -121.950000
030, 14, 36.950000, -121.983333
030, 15, 36.861081, -122.000000
030, 16, 36.858086, -121.966667
030, 17, 36.833333, -121.943068
030, 18, 36.814313, -121.933333
030, 19, 36.800000, -121.927007
030, 20, 36.766667, -121.926959
030, 21, 36.750845, -121.933333
030, 22, 36.683333, -121.816667
031, 01, 36.950000, -121.983333
031, 02, 36.950000, -122.016667
031, 03, 36.950000, -122.050000
031, 04, 36.950000, -122.083333
031, 05, 36.950000, -122.116667
031, 06, 36.983333, -122.116667
031, 07, 36.983333, -122.150000
031, 08, 36.983333, -122.183333
031, 09, 37.016667, -122.183333
031, 10, 37.016667, -122.216667
031, 11, 37.050000, -122.216667
031, 12, 36.990081, -122.333333
031, 13, 36.966667, -122.309894
031, 14, 36.956788, -122.300000
031, 15, 36.933333, -122.276521
031, 16, 36.923855, -122.266667
031, 17, 36.902923, -122.233333
031, 18, 36.900000, -122.224230
031, 19, 36.890553, -122.200000
031, 20, 36.869599, -122.166667
031, 21, 36.866667, -122.156297
031, 22, 36.861081, -122.133333
031, 23, 36.861081, -122.100000
031, 24, 36.861081, -122.066667
031, 25, 36.861081, -122.033333
031, 26, 36.861081, -122.000000
031, 27, 36.950000, -121.983333
032, 01, 37.050000, -122.216667
032, 02, 37.050000, -122.250000
032, 03, 37.083333, -122.250000
032, 04, 37.083333, -122.283333
032, 05, 37.116667, -122.283333
032, 06, 37.116667, -122.316667
032, 07, 37.116667, -122.350000
032, 08, 37.150000, -122.350000
032, 09, 37.183333, -122.350000
032, 10, 37.183333, -122.383333
032, 11, 37.183333, -122.416667
032, 12, 37.216667, -122.416667
032, 13, 37.200000, -122.527592
032, 14, 37.166667, -122.527542
032, 15, 37.133333, -122.510096
032, 16, 37.123668, -122.500000
032, 17, 37.102868, -122.466667
032, 18, 37.100000, -122.463248
032, 19, 37.066667, -122.443348
032, 20, 37.057064, -122.433333
032, 21, 37.036220, -122.400000
032, 22, 37.033333, -122.391068
032, 23, 37.023375, -122.366667
032, 24, 37.000000, -122.343268
032, 25, 36.990081, -122.333333
032, 26, 37.050000, -122.216667
033, 01, 37.216667, -122.416667
033, 02, 37.250000, -122.416667
033, 03, 37.283333, -122.416667
033, 04, 37.316667, -122.416667
033, 05, 37.350000, -122.416667
033, 06, 37.383333, -122.416667
033, 07, 37.416667, -122.416667
033, 08, 37.416667, -122.450000
033, 09, 37.450000, -122.450000
033, 10, 37.483333, -122.450000
033, 11, 37.483333, -122.483333
033, 12, 37.483333, -122.516667
033, 13, 37.423388, -122.600000
033, 14, 37.402785, -122.566667
033, 15, 37.400000, -122.563370
